,no,media_id,user,user_private,fullname,text,timestamp
0,0,"pk='3232922787119466164' id='3232922787119466164_24457949' code='CzdpiVohYa0' taken_at=datetime.datetime(2023, 11, 10, 11, 9, 46, tzinfo=datetime.timezone.utc) media_type=2 image_versions2={} product_type='feed' thumbnail_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t51.2885-15/400958438_664950632467725_248832783491896090_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MRmiv3BYKSYAX-lisfG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBktDDzIjcEwxnVlNb_kt3-OvxB-Z1TNviKczROyj1gtA&oe=65526B33&_nc_sid=bc0c2c', ) location=None user=UserShort(pk='24457949', username='andiasmaraofficial', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]) comment_count=17 comments_disabled=False commenting_disabled_for_viewer=False like_count=1273 play_count=None has_liked=None caption_text='INI SEMUA TENTANG KETULUSAN PENGABDIAN KE MASYARAKAT.\n\nIni bukan tentang ambisi duniawi, karena semua itu Alhamdulillah Allah SWT. telah mengamanahkan dengan penuh berkah pada diri ini, sebagai seorang pengusaha. \n\nIni semua tentang kegelisahan batin ini, bagaimana cara agar bisa lebih bermanfaat dan bisa banyak membantu ke masyarakat.\n\nImpian dan keyakinan saya sebagai seorang pengusaha, sangat meyakini kalau perekonomian SumSel bisa lebih maju berkali lipat, dengan memaksimalkan potensi sumber daya alam dan sumber daya manusianya. \n\nSalah satunya, melalui pembinaan UMKM yang lebih tersistem dan profesional, dimana berdasarkan data lebih kurang 2,2 juta UMKM yang ada di Sumsel ini harus kita perdayakan lebih baik kedepan. \n\nUntuk mewujudkan ini, tentu perlu adanya kawalan yang lebih mendalam.\n\nDengan mengucapkan Bismillahirrahmanirrahim. \nSaya Ir. H. Andi Asmara, ingin berjuang meningkatkan kemajuan ekonomi SumSel, dengan AKSI NYATA. \n\nAKSI NYATA ANDI ASMARA\nPELEHLAH AHLINYO!\n\n#pengusaha #usaha #mindset #andiasmara #aksinyata #calegdprrisumsel #perindo #indonesiasejahtera #sahabatumkm #umkm #palembangkece #palembangupdate #banyuasin #muba #musirawas #muratara #linggau' accessibility_caption=None usertags=[Usertag(user=UserShort(pk='1632216784', username='palembangterkini.official', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='1663515160', username='partaiperindo', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0, y=0.0), Usertag(user=UserShort(pk='17388248180', username='palembang.terciduk', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='2018343380', username='palembang.update', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='55466790666', username='dpwperindosumsel', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='59439168103', username='dolor_aksinyata', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002)] sponsor_tags=[] video_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t50.2886-16/10000000_936992764711486_6492212891101175734_n.mp4?_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eUG7kCYG8sAX_LSr6-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmN2cZE6T6vgWcCSEMzo92my6t247DlJfr042knQadGw&oe=65524012&_nc_sid=bc0c2c', ) view_count=5481 video_duration=0.0 title='' resources=[] clips_metadata={}",rekayusuf6675,True,Maulana,Kreeeen pak Andi Asmara menjadi inspirasi  anak mudah pantang mundur maju terus❤️❤️❤️❤️,2023-11-11 06:13:16+00:00
1,1,"pk='3232922787119466164' id='3232922787119466164_24457949' code='CzdpiVohYa0' taken_at=datetime.datetime(2023, 11, 10, 11, 9, 46, tzinfo=datetime.timezone.utc) media_type=2 image_versions2={} product_type='feed' thumbnail_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t51.2885-15/400958438_664950632467725_248832783491896090_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MRmiv3BYKSYAX-lisfG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBktDDzIjcEwxnVlNb_kt3-OvxB-Z1TNviKczROyj1gtA&oe=65526B33&_nc_sid=bc0c2c', ) location=None user=UserShort(pk='24457949', username='andiasmaraofficial', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]) comment_count=17 comments_disabled=False commenting_disabled_for_viewer=False like_count=1273 play_count=None has_liked=None caption_text='INI SEMUA TENTANG KETULUSAN PENGABDIAN KE MASYARAKAT.\n\nIni bukan tentang ambisi duniawi, karena semua itu Alhamdulillah Allah SWT. telah mengamanahkan dengan penuh berkah pada diri ini, sebagai seorang pengusaha. \n\nIni semua tentang kegelisahan batin ini, bagaimana cara agar bisa lebih bermanfaat dan bisa banyak membantu ke masyarakat.\n\nImpian dan keyakinan saya sebagai seorang pengusaha, sangat meyakini kalau perekonomian SumSel bisa lebih maju berkali lipat, dengan memaksimalkan potensi sumber daya alam dan sumber daya manusianya. \n\nSalah satunya, melalui pembinaan UMKM yang lebih tersistem dan profesional, dimana berdasarkan data lebih kurang 2,2 juta UMKM yang ada di Sumsel ini harus kita perdayakan lebih baik kedepan. \n\nUntuk mewujudkan ini, tentu perlu adanya kawalan yang lebih mendalam.\n\nDengan mengucapkan Bismillahirrahmanirrahim. \nSaya Ir. H. Andi Asmara, ingin berjuang meningkatkan kemajuan ekonomi SumSel, dengan AKSI NYATA. \n\nAKSI NYATA ANDI ASMARA\nPELEHLAH AHLINYO!\n\n#pengusaha #usaha #mindset #andiasmara #aksinyata #calegdprrisumsel #perindo #indonesiasejahtera #sahabatumkm #umkm #palembangkece #palembangupdate #banyuasin #muba #musirawas #muratara #linggau' accessibility_caption=None usertags=[Usertag(user=UserShort(pk='1632216784', username='palembangterkini.official', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='1663515160', username='partaiperindo', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0, y=0.0), Usertag(user=UserShort(pk='17388248180', username='palembang.terciduk', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='2018343380', username='palembang.update', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='55466790666', username='dpwperindosumsel', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='59439168103', username='dolor_aksinyata', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002)] sponsor_tags=[] video_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t50.2886-16/10000000_936992764711486_6492212891101175734_n.mp4?_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eUG7kCYG8sAX_LSr6-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmN2cZE6T6vgWcCSEMzo92my6t247DlJfr042knQadGw&oe=65524012&_nc_sid=bc0c2c', ) view_count=5481 video_duration=0.0 title='' resources=[] clips_metadata={}",l.madi04,False,l.madi04,@listiyana67 dibakar mbak perutnya,2023-11-11 03:01:03+00:00
2,2,"pk='3232922787119466164' id='3232922787119466164_24457949' code='CzdpiVohYa0' taken_at=datetime.datetime(2023, 11, 10, 11, 9, 46, tzinfo=datetime.timezone.utc) media_type=2 image_versions2={} product_type='feed' thumbnail_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t51.2885-15/400958438_664950632467725_248832783491896090_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MRmiv3BYKSYAX-lisfG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBktDDzIjcEwxnVlNb_kt3-OvxB-Z1TNviKczROyj1gtA&oe=65526B33&_nc_sid=bc0c2c', ) location=None user=UserShort(pk='24457949', username='andiasmaraofficial', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]) comment_count=17 comments_disabled=False commenting_disabled_for_viewer=False like_count=1273 play_count=None has_liked=None caption_text='INI SEMUA TENTANG KETULUSAN PENGABDIAN KE MASYARAKAT.\n\nIni bukan tentang ambisi duniawi, karena semua itu Alhamdulillah Allah SWT. telah mengamanahkan dengan penuh berkah pada diri ini, sebagai seorang pengusaha. \n\nIni semua tentang kegelisahan batin ini, bagaimana cara agar bisa lebih bermanfaat dan bisa banyak membantu ke masyarakat.\n\nImpian dan keyakinan saya sebagai seorang pengusaha, sangat meyakini kalau perekonomian SumSel bisa lebih maju berkali lipat, dengan memaksimalkan potensi sumber daya alam dan sumber daya manusianya. \n\nSalah satunya, melalui pembinaan UMKM yang lebih tersistem dan profesional, dimana berdasarkan data lebih kurang 2,2 juta UMKM yang ada di Sumsel ini harus kita perdayakan lebih baik kedepan. \n\nUntuk mewujudkan ini, tentu perlu adanya kawalan yang lebih mendalam.\n\nDengan mengucapkan Bismillahirrahmanirrahim. \nSaya Ir. H. Andi Asmara, ingin berjuang meningkatkan kemajuan ekonomi SumSel, dengan AKSI NYATA. \n\nAKSI NYATA ANDI ASMARA\nPELEHLAH AHLINYO!\n\n#pengusaha #usaha #mindset #andiasmara #aksinyata #calegdprrisumsel #perindo #indonesiasejahtera #sahabatumkm #umkm #palembangkece #palembangupdate #banyuasin #muba #musirawas #muratara #linggau' accessibility_caption=None usertags=[Usertag(user=UserShort(pk='1632216784', username='palembangterkini.official', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='1663515160', username='partaiperindo', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0, y=0.0), Usertag(user=UserShort(pk='17388248180', username='palembang.terciduk', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='2018343380', username='palembang.update', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='55466790666', username='dpwperindosumsel', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='59439168103', username='dolor_aksinyata', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002)] sponsor_tags=[] video_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t50.2886-16/10000000_936992764711486_6492212891101175734_n.mp4?_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eUG7kCYG8sAX_LSr6-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmN2cZE6T6vgWcCSEMzo92my6t247DlJfr042knQadGw&oe=65524012&_nc_sid=bc0c2c', ) view_count=5481 video_duration=0.0 title='' resources=[] clips_metadata={}",mrohman.k,True,Oman,Salam AA🔥🔥,2023-11-10 20:21:36+00:00
3,3,"pk='3232922787119466164' id='3232922787119466164_24457949' code='CzdpiVohYa0' taken_at=datetime.datetime(2023, 11, 10, 11, 9, 46, tzinfo=datetime.timezone.utc) media_type=2 image_versions2={} product_type='feed' thumbnail_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t51.2885-15/400958438_664950632467725_248832783491896090_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MRmiv3BYKSYAX-lisfG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBktDDzIjcEwxnVlNb_kt3-OvxB-Z1TNviKczROyj1gtA&oe=65526B33&_nc_sid=bc0c2c', ) location=None user=UserShort(pk='24457949', username='andiasmaraofficial', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]) comment_count=17 comments_disabled=False commenting_disabled_for_viewer=False like_count=1273 play_count=None has_liked=None caption_text='INI SEMUA TENTANG KETULUSAN PENGABDIAN KE MASYARAKAT.\n\nIni bukan tentang ambisi duniawi, karena semua itu Alhamdulillah Allah SWT. telah mengamanahkan dengan penuh berkah pada diri ini, sebagai seorang pengusaha. \n\nIni semua tentang kegelisahan batin ini, bagaimana cara agar bisa lebih bermanfaat dan bisa banyak membantu ke masyarakat.\n\nImpian dan keyakinan saya sebagai seorang pengusaha, sangat meyakini kalau perekonomian SumSel bisa lebih maju berkali lipat, dengan memaksimalkan potensi sumber daya alam dan sumber daya manusianya. \n\nSalah satunya, melalui pembinaan UMKM yang lebih tersistem dan profesional, dimana berdasarkan data lebih kurang 2,2 juta UMKM yang ada di Sumsel ini harus kita perdayakan lebih baik kedepan. \n\nUntuk mewujudkan ini, tentu perlu adanya kawalan yang lebih mendalam.\n\nDengan mengucapkan Bismillahirrahmanirrahim. \nSaya Ir. H. Andi Asmara, ingin berjuang meningkatkan kemajuan ekonomi SumSel, dengan AKSI NYATA. \n\nAKSI NYATA ANDI ASMARA\nPELEHLAH AHLINYO!\n\n#pengusaha #usaha #mindset #andiasmara #aksinyata #calegdprrisumsel #perindo #indonesiasejahtera #sahabatumkm #umkm #palembangkece #palembangupdate #banyuasin #muba #musirawas #muratara #linggau' accessibility_caption=None usertags=[Usertag(user=UserShort(pk='1632216784', username='palembangterkini.official', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='1663515160', username='partaiperindo', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0, y=0.0), Usertag(user=UserShort(pk='17388248180', username='palembang.terciduk', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='2018343380', username='palembang.update', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='55466790666', username='dpwperindosumsel', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='59439168103', username='dolor_aksinyata', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002)] sponsor_tags=[] video_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t50.2886-16/10000000_936992764711486_6492212891101175734_n.mp4?_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eUG7kCYG8sAX_LSr6-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmN2cZE6T6vgWcCSEMzo92my6t247DlJfr042knQadGw&oe=65524012&_nc_sid=bc0c2c', ) view_count=5481 video_duration=0.0 title='' resources=[] clips_metadata={}",widi_rahman789,False,Widi Rahman,Nice❤️,2023-11-10 20:20:59+00:00
4,4,"pk='3232922787119466164' id='3232922787119466164_24457949' code='CzdpiVohYa0' taken_at=datetime.datetime(2023, 11, 10, 11, 9, 46, tzinfo=datetime.timezone.utc) media_type=2 image_versions2={} product_type='feed' thumbnail_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t51.2885-15/400958438_664950632467725_248832783491896090_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MRmiv3BYKSYAX-lisfG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBktDDzIjcEwxnVlNb_kt3-OvxB-Z1TNviKczROyj1gtA&oe=65526B33&_nc_sid=bc0c2c', ) location=None user=UserShort(pk='24457949', username='andiasmaraofficial', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]) comment_count=17 comments_disabled=False commenting_disabled_for_viewer=False like_count=1273 play_count=None has_liked=None caption_text='INI SEMUA TENTANG KETULUSAN PENGABDIAN KE MASYARAKAT.\n\nIni bukan tentang ambisi duniawi, karena semua itu Alhamdulillah Allah SWT. telah mengamanahkan dengan penuh berkah pada diri ini, sebagai seorang pengusaha. \n\nIni semua tentang kegelisahan batin ini, bagaimana cara agar bisa lebih bermanfaat dan bisa banyak membantu ke masyarakat.\n\nImpian dan keyakinan saya sebagai seorang pengusaha, sangat meyakini kalau perekonomian SumSel bisa lebih maju berkali lipat, dengan memaksimalkan potensi sumber daya alam dan sumber daya manusianya. \n\nSalah satunya, melalui pembinaan UMKM yang lebih tersistem dan profesional, dimana berdasarkan data lebih kurang 2,2 juta UMKM yang ada di Sumsel ini harus kita perdayakan lebih baik kedepan. \n\nUntuk mewujudkan ini, tentu perlu adanya kawalan yang lebih mendalam.\n\nDengan mengucapkan Bismillahirrahmanirrahim. \nSaya Ir. H. Andi Asmara, ingin berjuang meningkatkan kemajuan ekonomi SumSel, dengan AKSI NYATA. \n\nAKSI NYATA ANDI ASMARA\nPELEHLAH AHLINYO!\n\n#pengusaha #usaha #mindset #andiasmara #aksinyata #calegdprrisumsel #perindo #indonesiasejahtera #sahabatumkm #umkm #palembangkece #palembangupdate #banyuasin #muba #musirawas #muratara #linggau' accessibility_caption=None usertags=[Usertag(user=UserShort(pk='1632216784', username='palembangterkini.official', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='1663515160', username='partaiperindo', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0, y=0.0), Usertag(user=UserShort(pk='17388248180', username='palembang.terciduk', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='2018343380', username='palembang.update', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='55466790666', username='dpwperindosumsel', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='59439168103', username='dolor_aksinyata', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002)] sponsor_tags=[] video_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t50.2886-16/10000000_936992764711486_6492212891101175734_n.mp4?_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eUG7kCYG8sAX_LSr6-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmN2cZE6T6vgWcCSEMzo92my6t247DlJfr042knQadGw&oe=65524012&_nc_sid=bc0c2c', ) view_count=5481 video_duration=0.0 title='' resources=[] clips_metadata={}",novelrahmat,False,Rahmat Novel,Semoga hajat bapak dilancarkan oleh Allah SWT menjadi DPR RI,2023-11-10 15:57:50+00:00
5,5,"pk='3232922787119466164' id='3232922787119466164_24457949' code='CzdpiVohYa0' taken_at=datetime.datetime(2023, 11, 10, 11, 9, 46, tzinfo=datetime.timezone.utc) media_type=2 image_versions2={} product_type='feed' thumbnail_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t51.2885-15/400958438_664950632467725_248832783491896090_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MRmiv3BYKSYAX-lisfG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBktDDzIjcEwxnVlNb_kt3-OvxB-Z1TNviKczROyj1gtA&oe=65526B33&_nc_sid=bc0c2c', ) location=None user=UserShort(pk='24457949', username='andiasmaraofficial', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]) comment_count=17 comments_disabled=False commenting_disabled_for_viewer=False like_count=1273 play_count=None has_liked=None caption_text='INI SEMUA TENTANG KETULUSAN PENGABDIAN KE MASYARAKAT.\n\nIni bukan tentang ambisi duniawi, karena semua itu Alhamdulillah Allah SWT. telah mengamanahkan dengan penuh berkah pada diri ini, sebagai seorang pengusaha. \n\nIni semua tentang kegelisahan batin ini, bagaimana cara agar bisa lebih bermanfaat dan bisa banyak membantu ke masyarakat.\n\nImpian dan keyakinan saya sebagai seorang pengusaha, sangat meyakini kalau perekonomian SumSel bisa lebih maju berkali lipat, dengan memaksimalkan potensi sumber daya alam dan sumber daya manusianya. \n\nSalah satunya, melalui pembinaan UMKM yang lebih tersistem dan profesional, dimana berdasarkan data lebih kurang 2,2 juta UMKM yang ada di Sumsel ini harus kita perdayakan lebih baik kedepan. \n\nUntuk mewujudkan ini, tentu perlu adanya kawalan yang lebih mendalam.\n\nDengan mengucapkan Bismillahirrahmanirrahim. \nSaya Ir. H. Andi Asmara, ingin berjuang meningkatkan kemajuan ekonomi SumSel, dengan AKSI NYATA. \n\nAKSI NYATA ANDI ASMARA\nPELEHLAH AHLINYO!\n\n#pengusaha #usaha #mindset #andiasmara #aksinyata #calegdprrisumsel #perindo #indonesiasejahtera #sahabatumkm #umkm #palembangkece #palembangupdate #banyuasin #muba #musirawas #muratara #linggau' accessibility_caption=None usertags=[Usertag(user=UserShort(pk='1632216784', username='palembangterkini.official', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='1663515160', username='partaiperindo', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0, y=0.0), Usertag(user=UserShort(pk='17388248180', username='palembang.terciduk', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='2018343380', username='palembang.update', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='55466790666', username='dpwperindosumsel', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='59439168103', username='dolor_aksinyata', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002)] sponsor_tags=[] video_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t50.2886-16/10000000_936992764711486_6492212891101175734_n.mp4?_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eUG7kCYG8sAX_LSr6-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmN2cZE6T6vgWcCSEMzo92my6t247DlJfr042knQadGw&oe=65524012&_nc_sid=bc0c2c', ) view_count=5481 video_duration=0.0 title='' resources=[] clips_metadata={}",winda_yani9,False,,@listiyana67 Iya bener mba aku udah coba juga di @amandaslim.id hasilnya emang mantepp,2023-11-10 14:26:56+00:00
6,6,"pk='3232922787119466164' id='3232922787119466164_24457949' code='CzdpiVohYa0' taken_at=datetime.datetime(2023, 11, 10, 11, 9, 46, tzinfo=datetime.timezone.utc) media_type=2 image_versions2={} product_type='feed' thumbnail_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t51.2885-15/400958438_664950632467725_248832783491896090_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MRmiv3BYKSYAX-lisfG&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBktDDzIjcEwxnVlNb_kt3-OvxB-Z1TNviKczROyj1gtA&oe=65526B33&_nc_sid=bc0c2c', ) location=None user=UserShort(pk='24457949', username='andiasmaraofficial', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]) comment_count=17 comments_disabled=False commenting_disabled_for_viewer=False like_count=1273 play_count=None has_liked=None caption_text='INI SEMUA TENTANG KETULUSAN PENGABDIAN KE MASYARAKAT.\n\nIni bukan tentang ambisi duniawi, karena semua itu Alhamdulillah Allah SWT. telah mengamanahkan dengan penuh berkah pada diri ini, sebagai seorang pengusaha. \n\nIni semua tentang kegelisahan batin ini, bagaimana cara agar bisa lebih bermanfaat dan bisa banyak membantu ke masyarakat.\n\nImpian dan keyakinan saya sebagai seorang pengusaha, sangat meyakini kalau perekonomian SumSel bisa lebih maju berkali lipat, dengan memaksimalkan potensi sumber daya alam dan sumber daya manusianya. \n\nSalah satunya, melalui pembinaan UMKM yang lebih tersistem dan profesional, dimana berdasarkan data lebih kurang 2,2 juta UMKM yang ada di Sumsel ini harus kita perdayakan lebih baik kedepan. \n\nUntuk mewujudkan ini, tentu perlu adanya kawalan yang lebih mendalam.\n\nDengan mengucapkan Bismillahirrahmanirrahim. \nSaya Ir. H. Andi Asmara, ingin berjuang meningkatkan kemajuan ekonomi SumSel, dengan AKSI NYATA. \n\nAKSI NYATA ANDI ASMARA\nPELEHLAH AHLINYO!\n\n#pengusaha #usaha #mindset #andiasmara #aksinyata #calegdprrisumsel #perindo #indonesiasejahtera #sahabatumkm #umkm #palembangkece #palembangupdate #banyuasin #muba #musirawas #muratara #linggau' accessibility_caption=None usertags=[Usertag(user=UserShort(pk='1632216784', username='palembangterkini.official', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='1663515160', username='partaiperindo', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0, y=0.0), Usertag(user=UserShort(pk='17388248180', username='palembang.terciduk', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='2018343380', username='palembang.update', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='55466790666', username='dpwperindosumsel', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002), Usertag(user=UserShort(pk='59439168103', username='dolor_aksinyata', full_name='', profile_pic_url=None, profile_pic_url_hd=None, is_private=None, stories=[]), x=0.0653594807, y=0.016339870200000002)] sponsor_tags=[] video_url=HttpUrl('https://instagram.fcgk33-1.fna.fbcdn.net/v/t50.2886-16/10000000_936992764711486_6492212891101175734_n.mp4?_nc_ht=instagram.fcgk33-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=6eUG7kCYG8sAX_LSr6-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAmN2cZE6T6vgWcCSEMzo92my6t247DlJfr042knQadGw&oe=65524012&_nc_sid=bc0c2c', ) view_count=5481 video_duration=0.0 title='' resources=[] clips_metadata={}",meliyana_putry,True,,@listiyana67 Iya mba kemarin aku turun 8 kg pake produk @amandaslim.id,2023-11-10 14:26:25+00:00
